id,sub_component,tmscores2
7CGE,sub-component_all/7CGE_0-2-3_3.pdb,0.6087
4RSU,sub-component_all/4RSU_0-0-0-0_0.pdb,0.6908
6G94,sub-component_all/6G94_1-1-2-2_1.pdb,0.7587
6RO0,sub-component_all/6RO0_2-4-4_3.pdb,0.7057
3ZIA,sub-component_all/3ZIA_004.pdb,0.4887
4BHU,sub-component_all/4BHU_0-0-1-1_2.pdb,0.414
7CGE,sub-component_all/7CGE_3-3-3_4.pdb,0.6491
7CGE,sub-component_all/7CGE_0-0-2_4.pdb,0.8493
1X9F,sub-component_all/1X9F_2-2-2_0.pdb,0.6183
6GRJ,sub-component_all/6GRJ_0-0-0-0_1.pdb,0.3151
6NHT,sub-component_all/6NHT_0-0-0-1_0.pdb,0.2087
2X2V,sub-component_all/2X2V_0-0-0-0_0.pdb,0.9657
2VYR,sub-component_all/2VYR_0-0-0-0_2.pdb,0.3259
6RO0,sub-component_all/6RO0_0-2-4_3.pdb,0.59
7CGE,sub-component_all/7CGE_1-2-3_2.pdb,0.6845
2V7Q,sub-component_all/2V7Q_011.pdb,0.947
5B04,sub-component_all/5B04_012.pdb,0.3172
6RO0,sub-component_all/6RO0_0-0-4_0.pdb,0.4374
3U6X,sub-component_all/3U6X_1-1-1-1_3.pdb,0.4789
2V5H,sub-component_all/2V5H_0-0-1-1_3.pdb,0.7528
1X9F,sub-component_all/1X9F_1-2-3_4.pdb,0.7397
6J0B,sub-component_all/6J0B_0-1-1-1_4.pdb,0.5507
6ESQ,sub-component_all/6ESQ_2-2-2-2_4.pdb,0.9917
2NV2,sub-component_all/2NV2_0-1-1-1_0.pdb,0.8138
1Q95,sub-component_all/1Q95_1-1-1-1_3.pdb,0.5257
1AVO,sub-component_all/1AVO_0-0-1-1_2.pdb,0.9928
2DD4,sub-component_all/2DD4_1-1-1-1_0.pdb,0.8809
6ESQ,sub-component_all/6ESQ_0-0-2-2_0.pdb,0.9878
5AA5,sub-component_all/5AA5_0-0-0-0_2.pdb,0.6284
3N99,sub-component_all/3N99_0-0-0-0_1.pdb,0.9631
2DD4,sub-component_all/2DD4_0-0-0-2_2.pdb,0.602
5CW7,sub-component_all/5CW7_0-1-1-1_2.pdb,0.704
6RO0,sub-component_all/6RO0_0-2-4_4.pdb,0.5082
6LQH,sub-component_all/6LQH_0-0-1-1_4.pdb,0.5545
6PYT,sub-component_all/6PYT_0-0-0-1_2.pdb,0.5126
5TRM,sub-component_all/5TRM_0-0-0-0_3.pdb,0.5678
2DD4,sub-component_all/2DD4_0-0-2-2_0.pdb,0.6225
6SQR,sub-component_all/6SQR_135.pdb,0.9863
6RO0,sub-component_all/6RO0_2-2-2_4.pdb,0.404
5JQL,sub-component_all/5JQL_0-0-0-0_3.pdb,0.2442
5CW7,sub-component_all/5CW7_1-1-1-1_2.pdb,0.3762
7JZ2,sub-component_all/7JZ2_1-1-2_3.pdb,0.6349
6MST,sub-component_all/6MST_0-0-0-0_1.pdb,0.2388
1NGK,sub-component_all/1NGK_0-0-0-0_2.pdb,0.4219
1Q5Q,sub-component_all/1Q5Q_0-0-1-1_4.pdb,0.8243
6RO0,sub-component_all/6RO0_1-2-4_0.pdb,0.7705
7JZ2,sub-component_all/7JZ2_0-2-2_2.pdb,0.7172
6RO0,sub-component_all/6RO0_0-2-2_4.pdb,0.4226
1BHC,sub-component_all/1BHC_0-0-0-0_3.pdb,0.492
7CGE,sub-component_all/7CGE_3-3-3_2.pdb,0.6669
2VYR,sub-component_all/2VYR_0-0-1-1_0.pdb,0.472
2NV2,sub-component_all/2NV2_0-0-0-0_2.pdb,0.9051
3KIF,sub-component_all/3KIF_0-0-0-0_0.pdb,0.4813
7JZ2,sub-component_all/7JZ2_2-3-3_2.pdb,0.7191
6RO0,sub-component_all/6RO0_1-1-1_0.pdb,0.4053
3U6X,sub-component_all/3U6X_0-1-1-1_3.pdb,0.3735
6G94,sub-component_all/6G94_0-0-0-2_1.pdb,0.2909
7AJP,sub-component_all/7AJP_0-0-0-0_0.pdb,0.6681
6Z1F,sub-component_all/6Z1F_0-0-2-2_4.pdb,0.4145
1NGK,sub-component_all/1NGK_0-0-0-0_0.pdb,0.3543
3ZQM,sub-component_all/3ZQM_0-0-0-0_2.pdb,0.7555
6RO0,sub-component_all/6RO0_2-4-4_4.pdb,0.7057
6S5L,sub-component_all/6S5L_0-0-0-0_0.pdb,0.4734
6SQR,sub-component_all/6SQR_011.pdb,0.61
6YBQ,sub-component_all/6YBQ_1-1-1-1_2.pdb,0.1782
6N3P,sub-component_all/6N3P_0-1-1-1_4.pdb,0.4891
1Z6O,sub-component_all/1Z6O_0-0-0-0_4.pdb,0.3156
1YKK,sub-component_all/1YKK_1-1-1-1_1.pdb,0.7422
6SSI,sub-component_all/6SSI_0-1-1-1_0.pdb,0.8364
2C41,sub-component_all/2C41_0-0-0-0_3.pdb,0.5234
6ZEE,sub-component_all/6ZEE_1-1-1-1_1.pdb,0.2553
6Z1F,sub-component_all/6Z1F_0-1-1-1_0.pdb,0.8844
1PCQ,sub-component_all/1PCQ_1-1-1-1_3.pdb,0.8482
6OFG,sub-component_all/6OFG_0-0-0-0_4.pdb,0.4189
1YKK,sub-component_all/1YKK_0-0-0-1_4.pdb,0.867
4BHU,sub-component_all/4BHU_0-0-1-1_3.pdb,0.5022
1RBL,sub-component_all/1RBL_1-1-1-1_1.pdb,0.4164
5JQL,sub-component_all/5JQL_1-1-1-1_0.pdb,0.2274
6RO0,sub-component_all/6RO0_0-1-2_1.pdb,0.4237
6Z1F,sub-component_all/6Z1F_1-1-1-1_0.pdb,0.968
2C41,sub-component_all/2C41_0-0-0-0_2.pdb,0.5469
5AA5,sub-component_all/5AA5_0-0-0-1_2.pdb,0.7854
1X9F,sub-component_all/1X9F_1-1-2_4.pdb,0.6633
6RO0,sub-component_all/6RO0_0-0-3_3.pdb,0.4174
4RDQ,sub-component_all/4RDQ_0-1-1-1_4.pdb,0.4095
4RAP,sub-component_all/4RAP_0-0-0-0_4.pdb,0.9369
6RO0,sub-component_all/6RO0_2-3-4_1.pdb,0.7865
6RO0,sub-component_all/6RO0_1-3-3_0.pdb,0.7838
6ESQ,sub-component_all/6ESQ_0-0-0-0_1.pdb,0.5899
6Z1F,sub-component_all/6Z1F_1-1-2-2_0.pdb,0.9683
5F2Q,sub-component_all/5F2Q_0-0-0-0_3.pdb,0.7209
6N3P,sub-component_all/6N3P_0-0-0-1_3.pdb,0.8773
6QSU,sub-component_all/6QSU_0-0-0-0_1.pdb,0.467
4RSU,sub-component_all/4RSU_0-0-0-0_4.pdb,0.5503
6N3P,sub-component_all/6N3P_1-1-1-1_2.pdb,0.3997
1RBL,sub-component_all/1RBL_1-1-1-1_4.pdb,0.4313
5JQL,sub-component_all/5JQL_0-1-1-1_3.pdb,0.4815
6G94,sub-component_all/6G94_0-0-1-2_2.pdb,0.8944
1AVO,sub-component_all/1AVO_0-0-0-0_1.pdb,0.2974
5JQL,sub-component_all/5JQL_0-0-0-0_1.pdb,0.2489
1S3Q,sub-component_all/1S3Q_0-0-0-0_4.pdb,0.4892
3ONR,sub-component_all/3ONR_0-0-0-0_4.pdb,0.5391
1X9F,sub-component_all/1X9F_2-2-2_4.pdb,0.5046
6ESQ,sub-component_all/6ESQ_1-2-2-2_0.pdb,0.9873
6X04,sub-component_all/6X04_0-1-1-1_4.pdb,0.6115
2VYR,sub-component_all/2VYR_0-0-0-0_0.pdb,0.3232
6RO0,sub-component_all/6RO0_0-0-1_2.pdb,0.4012
7CGE,sub-component_all/7CGE_2-3-3_1.pdb,0.5458
1Q95,sub-component_all/1Q95_0-0-0-0_4.pdb,0.5436
6J0B,sub-component_all/6J0B_0-0-0-1_3.pdb,0.5536
6RO0,sub-component_all/6RO0_1-1-3_1.pdb,0.6447
6ESQ,sub-component_all/6ESQ_0-0-0-1_0.pdb,0.7509
6LNI,sub-component_all/6LNI_0-0-0-0_2.pdb,0.0818
1NGK,sub-component_all/1NGK_0-0-0-0_4.pdb,0.4859
7JKC,sub-component_all/7JKC_0-0-0-0_3.pdb,0.3692
6RO0,sub-component_all/6RO0_0-2-3_4.pdb,0.5471
1X9F,sub-component_all/1X9F_0-2-3_3.pdb,0.6753
1RBL,sub-component_all/1RBL_0-0-1-1_0.pdb,0.9978
1BCF,sub-component_all/1BCF_0-0-0-0_4.pdb,0.4816
7AJP,sub-component_all/7AJP_0-0-0-0_2.pdb,0.6061
6RO0,sub-component_all/6RO0_0-2-2_3.pdb,0.4067
7JZ2,sub-component_all/7JZ2_0-1-3_1.pdb,0.8755
2V7Q,sub-component_all/2V7Q_003.pdb,0.4756
7CGE,sub-component_all/7CGE_1-1-3_4.pdb,0.7713
6RO0,sub-component_all/6RO0_2-4-4_1.pdb,0.7127
6SSI,sub-component_all/6SSI_0-0-0-1_3.pdb,0.8558
7JZ2,sub-component_all/7JZ2_0-0-3_4.pdb,0.4346
2WYR,sub-component_all/2WYR_0-0-0-0_0.pdb,0.8817
3DTD,sub-component_all/3DTD_0-0-0-0_4.pdb,0.4863
6M3X,sub-component_all/6M3X_0-0-0-0_0.pdb,0.9933
1Q5Q,sub-component_all/1Q5Q_0-0-1-1_0.pdb,0.8901
6RO0,sub-component_all/6RO0_0-0-1_4.pdb,0.4924
6RO0,sub-component_all/6RO0_0-0-3_0.pdb,0.4375
1RBL,sub-component_all/1RBL_1-1-1-1_3.pdb,0.4327
7JZ2,sub-component_all/7JZ2_0-0-3_2.pdb,0.4145
6RO0,sub-component_all/6RO0_3-3-4_3.pdb,0.3883
6X04,sub-component_all/6X04_0-0-0-1_3.pdb,0.3874
1G63,sub-component_all/1G63_0-0-0-0_2.pdb,0.5353
1AVO,sub-component_all/1AVO_0-0-0-0_3.pdb,0.291
6RO0,sub-component_all/6RO0_0-3-3_3.pdb,0.5358
6N3P,sub-component_all/6N3P_1-1-1-1_4.pdb,0.3973
1X9F,sub-component_all/1X9F_2-2-2_2.pdb,0.4293
6Z1F,sub-component_all/6Z1F_2-2-2-2_1.pdb,0.3507
6RO0,sub-component_all/6RO0_0-1-1_2.pdb,0.4538
7JZ2,sub-component_all/7JZ2_0-3-3_1.pdb,0.656
1TYF,sub-component_all/1TYF_0-0-0-0_4.pdb,0.5666
6X04,sub-component_all/6X04_1-1-1-1_3.pdb,0.3519
1TH7,sub-component_all/1TH7_0-0-0-0_0.pdb,0.8602
6Z1F,sub-component_all/6Z1F_0-2-2-2_3.pdb,0.564
6RO0,sub-component_all/6RO0_0-2-3_3.pdb,0.5487
1X9F,sub-component_all/1X9F_1-2-2_1.pdb,0.7155
6YBQ,sub-component_all/6YBQ_0-1-1-1_4.pdb,0.4143
6OVH,sub-component_all/6OVH_0-0-0-0_1.pdb,0.3451
6SSI,sub-component_all/6SSI_0-0-1-1_4.pdb,0.7235
1PCQ,sub-component_all/1PCQ_0-0-1-1_3.pdb,0.8483
4RDQ,sub-component_all/4RDQ_0-1-1-1_1.pdb,0.3723
6SSI,sub-component_all/6SSI_0-0-0-0_2.pdb,0.7871
6LNI,sub-component_all/6LNI_0-0-0-0_3.pdb,0.0972
2C41,sub-component_all/2C41_0-0-0-0_4.pdb,0.5468
1Z6O,sub-component_all/1Z6O_1-1-1-1_4.pdb,0.3855
2DD4,sub-component_all/2DD4_0-0-2-2_2.pdb,0.8694
7CGE,sub-component_all/7CGE_1-3-3_3.pdb,0.5091
1RVV,sub-component_all/1RVV_0-0-0-0_2.pdb,0.9965
4JPN,sub-component_all/4JPN_0-0-0-0_3.pdb,0.3408
2VYR,sub-component_all/2VYR_1-1-1-1_2.pdb,0.3285
6QSU,sub-component_all/6QSU_0-1-1-1_2.pdb,0.9968
6E7D,sub-component_all/6E7D_0-0-1-1_2.pdb,0.6393
6PYT,sub-component_all/6PYT_0-0-0-0_0.pdb,0.9618
1AVO,sub-component_all/1AVO_0-1-1-1_3.pdb,0.9898
3HHW,sub-component_all/3HHW_0-0-0-0_0.pdb,0.3012
6RO0,sub-component_all/6RO0_0-3-3_4.pdb,0.5288
6J0B,sub-component_all/6J0B_0-1-1-1_1.pdb,0.5795
6RO0,sub-component_all/6RO0_1-1-4_2.pdb,0.7285
6RO0,sub-component_all/6RO0_2-3-3_2.pdb,0.7828
6PYT,sub-component_all/6PYT_0-1-1-1_3.pdb,0.5813
3ONR,sub-component_all/3ONR_0-0-0-0_2.pdb,0.8292
5JQL,sub-component_all/5JQL_1-1-1-1_1.pdb,0.2736
6QSU,sub-component_all/6QSU_0-0-0-1_3.pdb,0.9946
6SQR,sub-component_all/6SQR_224.pdb,0.4693
6NHT,sub-component_all/6NHT_0-0-0-0_4.pdb,0.1702
1X9F,sub-component_all/1X9F_0-2-2_0.pdb,0.7152
6RO0,sub-component_all/6RO0_3-4-4_3.pdb,0.5968
6E7D,sub-component_all/6E7D_0-0-1-1_3.pdb,0.5437
1X9F,sub-component_all/1X9F_0-2-2_2.pdb,0.6598
2DD4,sub-component_all/2DD4_2-2-2-2_2.pdb,0.4067
6Z1F,sub-component_all/6Z1F_2-2-2-2_3.pdb,0.4085
5J09,sub-component_all/5J09_0-0-0-0_4.pdb,0.3473
2VYR,sub-component_all/2VYR_0-0-0-1_4.pdb,0.3566
5T11,sub-component_all/5T11_0-0-0-0_1.pdb,0.8439
6RO0,sub-component_all/6RO0_0-0-4_4.pdb,0.4558
3VG8,sub-component_all/3VG8_0-0-0-0_3.pdb,0.4634
5AA5,sub-component_all/5AA5_1-1-1-1_3.pdb,0.4172
1X9F,sub-component_all/1X9F_2-2-2_1.pdb,0.4019
2DD4,sub-component_all/2DD4_0-1-1-1_4.pdb,0.9224
6Z1F,sub-component_all/6Z1F_1-1-1-2_2.pdb,0.9663
6MRT,sub-component_all/6MRT_0-0-0-0_4.pdb,0.3208
5K2M,sub-component_all/5K2M_0-0-1_3.pdb,0.9882
6ESQ,sub-component_all/6ESQ_0-2-2-2_4.pdb,0.9891
4RDQ,sub-component_all/4RDQ_1-1-1-1_0.pdb,0.4783
6G94,sub-component_all/6G94_1-1-1-1_4.pdb,0.5376
7CGE,sub-component_all/7CGE_0-0-0_1.pdb,0.4892
6SQR,sub-component_all/6SQR_024.pdb,0.6191
6E7D,sub-component_all/6E7D_0-0-0-1_3.pdb,0.7416
2FKD,sub-component_all/2FKD_0-0-0-0_3.pdb,0.9725
1JYM,sub-component_all/1JYM_0-0-0-0_1.pdb,0.3093
1YKK,sub-component_all/1YKK_0-0-0-0_3.pdb,0.2917
6G94,sub-component_all/6G94_0-2-2-2_4.pdb,0.3761
5B04,sub-component_all/5B04_001.pdb,0.8841
3TOS,sub-component_all/3TOS_0-0-0-0_1.pdb,0.9565
6Z1F,sub-component_all/6Z1F_2-2-2-2_2.pdb,0.3854
7JKC,sub-component_all/7JKC_0-0-0-0_1.pdb,0.3642
1X9F,sub-component_all/1X9F_0-0-0_1.pdb,0.5988
1PCQ,sub-component_all/1PCQ_0-0-0-0_2.pdb,0.8186
6G94,sub-component_all/6G94_0-0-2-2_2.pdb,0.6381
3U6X,sub-component_all/3U6X_0-0-1-1_0.pdb,0.9401
2D3A,sub-component_all/2D3A_0-0-0-0_1.pdb,0.9871
6ESQ,sub-component_all/6ESQ_1-1-1-1_3.pdb,0.4323
6RO0,sub-component_all/6RO0_1-2-2_1.pdb,0.3934
7CGE,sub-component_all/7CGE_1-2-3_0.pdb,0.7051
7CGE,sub-component_all/7CGE_2-2-3_2.pdb,0.4037
5CW7,sub-component_all/5CW7_0-1-1-1_3.pdb,0.576
4JPN,sub-component_all/4JPN_0-0-0-0_0.pdb,0.3145
3BJQ,sub-component_all/3BJQ_0-0-0-0_2.pdb,0.7561
6ESQ,sub-component_all/6ESQ_1-1-1-2_3.pdb,0.9616
7CGE,sub-component_all/7CGE_1-1-3_2.pdb,0.7736
5CW7,sub-component_all/5CW7_0-0-0-1_1.pdb,0.6546
6LQH,sub-component_all/6LQH_0-0-0-0_3.pdb,0.7183
6X04,sub-component_all/6X04_0-0-0-0_0.pdb,0.4253
6E7D,sub-component_all/6E7D_0-0-1-1_1.pdb,0.6887
6RO0,sub-component_all/6RO0_0-0-3_2.pdb,0.4164
6E7D,sub-component_all/6E7D_0-1-1-1_1.pdb,0.5078
6Z1F,sub-component_all/6Z1F_1-2-2-2_0.pdb,0.9627
2V5H,sub-component_all/2V5H_0-0-1-1_1.pdb,0.6506
1X9F,sub-component_all/1X9F_1-1-2_3.pdb,0.6518
6RO0,sub-component_all/6RO0_1-4-4_4.pdb,0.719
2A3W,sub-component_all/2A3W_0-0-0-0_0.pdb,0.9814
6RO0,sub-component_all/6RO0_0-0-2_2.pdb,0.431
6UIW,sub-component_all/6UIW_0-0-0-0_1.pdb,0.8243
6G94,sub-component_all/6G94_0-2-2-2_3.pdb,0.4834
6SQR,sub-component_all/6SQR_125.pdb,0.7355
6ZEE,sub-component_all/6ZEE_0-1-1-1_0.pdb,0.7296
6SQR,sub-component_all/6SQR_133.pdb,0.9798
3ONR,sub-component_all/3ONR_0-0-0-0_3.pdb,0.7102
6G94,sub-component_all/6G94_0-2-2-2_1.pdb,0.5823
6SSI,sub-component_all/6SSI_1-1-1-1_1.pdb,0.2761
6ESQ,sub-component_all/6ESQ_0-1-1-1_4.pdb,0.8721
6N3P,sub-component_all/6N3P_1-1-1-1_3.pdb,0.3868
6Z1F,sub-component_all/6Z1F_0-0-2-2_0.pdb,0.6555
2EWC,sub-component_all/2EWC_0-0-0-0_2.pdb,0.7218
1L6W,sub-component_all/1L6W_0-0-0-0_2.pdb,0.9946
3A2C,sub-component_all/3A2C_000.pdb,0.3647
6ESQ,sub-component_all/6ESQ_1-1-2-2_4.pdb,0.9842
1H2I,sub-component_all/1H2I_0-0-0-0_4.pdb,0.8757
1X9F,sub-component_all/1X9F_1-1-3_0.pdb,0.6986
4RDQ,sub-component_all/4RDQ_0-0-0-1_3.pdb,0.7602
3U6X,sub-component_all/3U6X_0-0-0-0_4.pdb,0.7588
6PYT,sub-component_all/6PYT_1-1-1-1_1.pdb,0.4274
4RDQ,sub-component_all/4RDQ_0-1-1-1_0.pdb,0.441
5AA5,sub-component_all/5AA5_0-1-1-1_1.pdb,0.5916
6G94,sub-component_all/6G94_1-2-2-2_3.pdb,0.5884
5B04,sub-component_all/5B04_013.pdb,0.8206
6RO0,sub-component_all/6RO0_0-4-4_2.pdb,0.5091
5JQL,sub-component_all/5JQL_0-0-0-1_4.pdb,0.4228
6SQR,sub-component_all/6SQR_055.pdb,0.4582
2DD4,sub-component_all/2DD4_0-2-2-2_4.pdb,0.4864
6RO0,sub-component_all/6RO0_1-1-1_1.pdb,0.4096
1PCQ,sub-component_all/1PCQ_0-0-0-1_0.pdb,0.9284
7JZ2,sub-component_all/7JZ2_0-0-2_4.pdb,0.413
6SSI,sub-component_all/6SSI_0-1-1-1_4.pdb,0.4995
6LQH,sub-component_all/6LQH_0-1-1-1_4.pdb,0.4191
1G0U,sub-component_all/1G0U_0-0-0-0_1.pdb,0.8209
5CW7,sub-component_all/5CW7_0-0-0-1_4.pdb,0.5384
2D3A,sub-component_all/2D3A_0-0-0-0_3.pdb,0.717
1NLX,sub-component_all/1NLX_0-0-0-0_1.pdb,0.3704
6SQR,sub-component_all/6SQR_033.pdb,0.6438
1IWA,sub-component_all/1IWA_0-0-1-1_4.pdb,0.9635
1Q5Q,sub-component_all/1Q5Q_1-1-1-1_1.pdb,0.4819
7JJP,sub-component_all/7JJP_0-0-0-0_2.pdb,0.3418
2VYR,sub-component_all/2VYR_0-1-1-1_0.pdb,0.3899
3LAY,sub-component_all/3LAY_0-0-0-0_1.pdb,0.4458
7JZ2,sub-component_all/7JZ2_1-1-1_4.pdb,0.4048
1IWA,sub-component_all/1IWA_0-0-0-1_0.pdb,0.9615
4IC1,sub-component_all/4IC1_0-0-0-0_2.pdb,0.9381
1Q5Q,sub-component_all/1Q5Q_0-1-1-1_4.pdb,0.7956
4BHU,sub-component_all/4BHU_0-0-0-0_2.pdb,0.3721
6G94,sub-component_all/6G94_1-1-2-2_3.pdb,0.78
6RO0,sub-component_all/6RO0_2-2-3_0.pdb,0.5871
6LNI,sub-component_all/6LNI_0-0-0-0_4.pdb,0.0669
2DD4,sub-component_all/2DD4_0-2-2-2_0.pdb,0.4768
6Z1F,sub-component_all/6Z1F_0-0-0-1_0.pdb,0.6345
6OSJ,sub-component_all/6OSJ_0-0-0-0_4.pdb,0.1119
7CGE,sub-component_all/7CGE_2-2-3_4.pdb,0.3611
3HHW,sub-component_all/3HHW_0-1-1-1_1.pdb,0.9658
6RO0,sub-component_all/6RO0_1-2-2_4.pdb,0.4098
6RO0,sub-component_all/6RO0_0-3-3_1.pdb,0.4909
6RO0,sub-component_all/6RO0_0-0-3_1.pdb,0.4148
6RO0,sub-component_all/6RO0_1-2-2_3.pdb,0.4119
6KWY,sub-component_all/6KWY_0-0-0-0_2.pdb,0.8773
6SQR,sub-component_all/6SQR_023.pdb,0.7111
7JZ2,sub-component_all/7JZ2_0-2-3_0.pdb,0.6009
2VYR,sub-component_all/2VYR_1-1-1-1_0.pdb,0.3443
2OBX,sub-component_all/2OBX_0-0-0-0_4.pdb,0.9172
4RSU,sub-component_all/4RSU_0-0-1-1_3.pdb,0.8176
5LK5,sub-component_all/5LK5_0-0-0-0_1.pdb,0.2881
6E7D,sub-component_all/6E7D_0-0-0-0_4.pdb,0.5531
4K2J,sub-component_all/4K2J_0-0-0-0_1.pdb,0.8968
2G9T,sub-component_all/2G9T_0-0-0-0_0.pdb,0.3593
6Z1F,sub-component_all/6Z1F_0-2-2-2_4.pdb,0.5306
1VDM,sub-component_all/1VDM_0-0-0-0_3.pdb,0.5812
6SQR,sub-component_all/6SQR_233.pdb,0.7086
1IRU,sub-component_all/1IRU_0-0-0-0_2.pdb,0.8721
2DD4,sub-component_all/2DD4_0-0-0-1_1.pdb,0.7083
4BHU,sub-component_all/4BHU_0-0-0-1_4.pdb,0.4763
2DD4,sub-component_all/2DD4_0-2-2-2_3.pdb,0.6693
1KP8,sub-component_all/1KP8_0-0-0-0_3.pdb,0.9249
2DD4,sub-component_all/2DD4_0-0-0-0_1.pdb,0.345
6G94,sub-component_all/6G94_0-0-0-0_0.pdb,0.5543
6PYT,sub-component_all/6PYT_0-1-1-1_4.pdb,0.2973
6X04,sub-component_all/6X04_0-1-1-1_2.pdb,0.6099
7CGE,sub-component_all/7CGE_0-2-3_4.pdb,0.6261
6SSI,sub-component_all/6SSI_0-1-1-1_1.pdb,0.6888
1DW9,sub-component_all/1DW9_0-0-0-0_4.pdb,0.7784
2WCV,sub-component_all/2WCV_0-0-0-0_1.pdb,0.4966
1GH0,sub-component_all/1GH0_0-0-0_0.pdb,0.3758
1Q95,sub-component_all/1Q95_1-1-1-1_0.pdb,0.4597
6J0B,sub-component_all/6J0B_1-1-1-1_3.pdb,0.9826
7CGE,sub-component_all/7CGE_1-3-3_2.pdb,0.4683
5JYX,sub-component_all/5JYX_0-0-0-0_0.pdb,0.6578
2DD4,sub-component_all/2DD4_1-1-1-2_4.pdb,0.5589
6Z1F,sub-component_all/6Z1F_0-1-2-2_1.pdb,0.7513
5CW7,sub-component_all/5CW7_0-0-0-0_1.pdb,0.3236
2NV2,sub-component_all/2NV2_0-1-1-1_4.pdb,0.7045
1JYM,sub-component_all/1JYM_0-0-0-0_2.pdb,0.3745
6NHT,sub-component_all/6NHT_0-0-1-1_2.pdb,0.341
2DD4,sub-component_all/2DD4_0-0-0-0_4.pdb,0.3512
7JZ2,sub-component_all/7JZ2_0-3-3_0.pdb,0.645
5B04,sub-component_all/5B04_022.pdb,0.3026
6RO0,sub-component_all/6RO0_1-1-1_2.pdb,0.3835
3JVO,sub-component_all/3JVO_0-0-0-0_0.pdb,0.7903
3OOQ,sub-component_all/3OOQ_0-0-0-0_2.pdb,0.9397
6ESQ,sub-component_all/6ESQ_0-0-1-1_3.pdb,0.9896
2DD4,sub-component_all/2DD4_0-1-1-1_2.pdb,0.9131
7AJP,sub-component_all/7AJP_0-0-0-0_4.pdb,0.5245
6E7D,sub-component_all/6E7D_0-0-0-0_1.pdb,0.6253
6G94,sub-component_all/6G94_1-1-1-1_3.pdb,0.4806
3ZQM,sub-component_all/3ZQM_0-0-0-0_1.pdb,0.7595
6RO0,sub-component_all/6RO0_2-3-4_0.pdb,0.7859
7JKC,sub-component_all/7JKC_0-0-0-0_0.pdb,0.3726
6G94,sub-component_all/6G94_0-0-1-1_1.pdb,0.9386
5CW7,sub-component_all/5CW7_0-0-0-1_2.pdb,0.6858
6Z1F,sub-component_all/6Z1F_0-0-1-2_1.pdb,0.8688
4JPN,sub-component_all/4JPN_0-0-0-0_1.pdb,0.3206
6SQR,sub-component_all/6SQR_003.pdb,0.6491
1X9F,sub-component_all/1X9F_1-3-3_1.pdb,0.6928
1BHC,sub-component_all/1BHC_0-0-0-0_4.pdb,0.3658
2VYR,sub-component_all/2VYR_0-0-1-1_2.pdb,0.3005
6SSI,sub-component_all/6SSI_0-0-1-1_1.pdb,0.9167
6RO0,sub-component_all/6RO0_0-0-0_1.pdb,0.3783
1IWA,sub-component_all/1IWA_0-1-1-1_4.pdb,0.926
5BSE,sub-component_all/5BSE_0-0-0-0_0.pdb,0.9748
7JZ2,sub-component_all/7JZ2_0-0-2_1.pdb,0.4136
1Q95,sub-component_all/1Q95_0-0-1-1_3.pdb,0.6789
6RO0,sub-component_all/6RO0_1-1-1_3.pdb,0.3885
5K2M,sub-component_all/5K2M_1-1-1_1.pdb,0.343
4RDQ,sub-component_all/4RDQ_0-1-1-1_3.pdb,0.408
7CGE,sub-component_all/7CGE_2-2-3_0.pdb,0.3897
6ESQ,sub-component_all/6ESQ_0-1-1-2_0.pdb,0.9768
6RO0,sub-component_all/6RO0_0-0-1_1.pdb,0.4429
2V18,sub-component_all/2V18_0-0-0-0_3.pdb,0.5721
1X9F,sub-component_all/1X9F_0-3-3_4.pdb,0.6513
6RO0,sub-component_all/6RO0_0-0-2_3.pdb,0.4493
6NHT,sub-component_all/6NHT_0-0-0-0_3.pdb,0.1627
6OSJ,sub-component_all/6OSJ_0-0-0-0_3.pdb,0.1754
1Q5Q,sub-component_all/1Q5Q_0-1-1-1_2.pdb,0.9106
1D0I,sub-component_all/1D0I_0-0-0-0_0.pdb,0.5448
1Z6O,sub-component_all/1Z6O_0-1-1-1_2.pdb,0.9859
7CGE,sub-component_all/7CGE_1-2-2_0.pdb,0.927
5K2M,sub-component_all/5K2M_1-1-1_0.pdb,0.3538
6LQH,sub-component_all/6LQH_0-0-1-1_3.pdb,0.5534
5XPB,sub-component_all/5XPB_0-0-0-0_4.pdb,0.8305
6RO0,sub-component_all/6RO0_2-2-4_4.pdb,0.6814
1X9F,sub-component_all/1X9F_1-3-3_2.pdb,0.7155
2V5H,sub-component_all/2V5H_0-1-1-1_0.pdb,0.4947
6NHT,sub-component_all/6NHT_1-1-1-1_4.pdb,0.4865
6YBQ,sub-component_all/6YBQ_0-0-0-1_3.pdb,0.7617
6Z1F,sub-component_all/6Z1F_0-0-2-2_1.pdb,0.6698
1X9F,sub-component_all/1X9F_0-2-3_4.pdb,0.7131
1PCQ,sub-component_all/1PCQ_1-1-1-1_4.pdb,0.6616
6ESQ,sub-component_all/6ESQ_0-1-1-1_3.pdb,0.8427
1X9F,sub-component_all/1X9F_0-0-0_2.pdb,0.6383
7CGE,sub-component_all/7CGE_2-3-3_3.pdb,0.5171
4RDQ,sub-component_all/4RDQ_0-0-0-1_0.pdb,0.5406
1A8R,sub-component_all/1A8R_0-0-0-0_0.pdb,0.5058
2DD4,sub-component_all/2DD4_1-1-1-1_4.pdb,0.2742
3JVO,sub-component_all/3JVO_0-0-0-0_4.pdb,0.3817
1X9F,sub-component_all/1X9F_0-3-3_3.pdb,0.6383
